SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
86731	2564	68	3	6	7	6	5	5	5	16485	4	2	16487	6	2	3	16383	16383	0	102	0	1	300	480	3	0	258	78	1760	0	1	2	1	2	3	2	2	99	9	-1	1	540	-1	2	3.5	4	1	1621	4	6	7	3	7	-1	-1	2	4	6	1	-1	1	2	12	16.5	7.5	720	990	450	0	1	3	13.3	18.8	10.8	798	1128	648	4.3	4.8	4.8	258	288	288	4.3	5.3	6.3	258	318	378	2	2	3	125	125	125	415	450	360	0	0	1	0	1	0	2	1	2
86828	2565	18	331	50	26	20	14	15	12	16544	0	1	16549	5	1	6	16383	16398	1	146	1	4	300	300	0	1	161	161	951	0	1	2	1	2	1	3	2	99	3	0	1	630	-1	4	4	12	99	1622	1	6	7	5	2	-1	-1	1	4	8	7	-1	4	8	16.5	18	10.5	990	1080	630	0	4	2	19.1833	23.1833	14.6833	1151	1391	881	2.68333	3.18333	3.18333	161	191	191	2.68333	5.18333	4.18333	161	311	251	2	1	4	97	97	97	195	185	235	1	0	0	0	0	1	2	1	2
86851	2566	168	82	25	26	20	2	2	2	16388	5	1	16390	0	2	3	16383	16383	0	5	0	2	300	480	3	0	348	168	2456	0	1	4	1	1	1	3	2	99	8	-1	1	810	-1	2	3.5	99	2	294	99	99	2	5	7	-1	-1	4	4	7	5	-1	8	6	15	10.5	13.5	900	630	810	0	2	3	17.8	14.8	18.3	1068	888	1098	5.8	6.3	6.3	348	378	378	5.8	7.3	7.8	348	438	468	3	1	4	228	228	228	360	345	345	1	0	0	0	0	1	4	1	1
86866	2567	35	18	29	29	21	16	16	13	16390	0	9	16391	1	11	2	16383	16383	0	7	0	1	300	480	3	0	346	166	2451	0	1	1	2	0	1	2	2	99	14	-1	0	-1	-1	1	6	11	1	1623	2	6	5	1	6	-1	-1	7	6	7	2	-1	5	7	13.5	13.5	12	810	810	720	0	4	3	16.2667	18.7667	16.7667	976	1126	1006	5.76667	6.26667	6.26667	346	376	376	5.76667	8.26667	7.76667	346	496	466	2	1	1	214	214	214	510	535	485	1	0	0	0	1	0	1	2	0
86910	2568	244	265	23	23	18	8	8	7	16433	1	1	16439	0	1	7	16383	16383	0	50	0	3	480	480	0	1	120	120	723	0	1	2	1	2	1	3	1	4	4	-1	1	540	-1	4	5	10	2	1624	2	6	4	3	3	-1	-1	1	6	5	7	-1	7	5	10.5	13.5	7.5	630	810	450	0	4	1	12.5	18	10.5	750	1080	630	2	2.5	2.5	120	150	150	2	4.5	3	120	270	180	2	2	2	88	88	88	120	130	115	1	0	0	0	0	1	2	1	2
86969	2569	115	82	25	26	20	2	2	2	16427	2	34	16433	1	5	7	16383	16383	0	44	0	2	300	480	3	0	348	168	2456	0	1	2	1	2	1	3	2	99	3	-1	2	-1	660	1	5	10	2	1625	7	3	7	1	2	-1	-1	5	6	8	7	-1	6	7	13.5	7.5	13.5	810	450	810	0	1	3	16.3	11.3	18.3	978	678	1098	5.8	6.3	6.3	348	378	378	5.8	6.8	7.8	348	408	468	1	4	1	228	228	228	395	360	345	1	0	0	0	0	1	2	1	2
87013	2570	22	41	17	18	14	36	36	28	16428	3	1	16432	0	1	5	16383	16383	0	45	0	1	300	300	0	1	151	151	923	0	1	2	1	2	3	2	2	99	6	-1	2	-1	840	1	3.5	9	1	953	2	6	1	7	6	-1	-1	11	6	6	8	-1	6	5	18	9	10.5	1080	540	630	0	3	3	20.5167	13.5167	15.0167	1231	811	901	2.51667	3.01667	3.01667	151	181	181	2.51667	4.51667	4.51667	151	271	271	3	2	2	149	149	149	300	360	315	0	0	1	0	1	0	2	1	2
87094	2571	109	1	2	2	2	3	3	3	16450	4	1	16453	0	1	4	16383	16383	0	67	0	1	480	480	0	1	152	152	955	0	1	2	1	2	2	3	1	1	4	-1	1	720	-1	-1	-1	-1	-1	9	-1	-1	3	3	4	-1	-1	5	1	8	3	-1	5	7	18	16.5	9	1080	990	540	0	4	1	20.5333	21.5333	12.5333	1232	1292	752	2.53333	3.03333	3.03333	152	182	182	2.53333	5.03333	3.53333	152	302	212	4	1	3	116	116	116	305	280	320	0	1	0	0	0	1	2	1	2
87108	2572	228	331	50	26	20	14	15	12	16426	1	1	16438	6	1	13	16383	16383	0	43	0	4	300	300	0	1	161	161	951	0	1	2	1	2	1	3	1	4	8	-1	1	375	-1	1	5	7	2	486	2	6	2	1	7	-1	-1	2	6	7	5	-1	2	3	10.5	13.5	10.5	630	810	630	0	3	2	13.1833	18.1833	14.6833	791	1091	881	2.68333	3.18333	3.18333	161	191	191	2.68333	4.68333	4.18333	161	281	251	4	4	1	97	97	97	175	175	235	1	0	0	0	0	1	2	1	2
87131	2573	56	39	32	26	24	35	35	27	16431	6	1	16438	6	1	8	16383	16383	0	48	0	1	300	300	0	1	171	171	1007	0	1	2	1	2	2	3	2	99	3	-1	1	1080	-1	1	5	7	1	1626	2	2	8	3	1	-1	-1	10	6	3	2	-1	4	5	10.5	7.5	10.5	630	450	630	0	1	1	13.35	11.35	14.35	801	681	861	2.85	3.35	3.35	171	201	201	2.85	3.85	3.85	171	231	231	1	3	2	137	137	137	380	310	380	0	1	0	0	0	1	2	1	2
87138	2574	236	177	3	3	3	16	16	13	16394	4	1	16397	0	1	4	16383	16397	0	-3	1	3	480	480	0	1	116	116	679	0	1	1	2	0	1	2	2	99	17	99	2	-1	840	1	5	99	1	1627	4	3	3	2	10	-1	-1	8	2	7	4	-1	6	4	7.5	18	10.5	450	1080	630	0	4	2	9.43333	22.4333	13.9333	566	1346	836	1.93333	2.43333	2.43333	116	146	146	1.93333	4.43333	3.43333	116	266	206	3	4	3	99	99	99	160	180	135	1	0	0	0	1	0	1	2	0
87148	2575	138	125	22	22	17	21	21	16	16428	3	1	-1	-1	6	-1	16383	16383	0	45	0	3	420	480	1	0	130	70	852	0	1	2	1	0	1	2	2	99	2	-1	1	660	-1	1	2	14	1	1628	99	2	7	2	6	-1	-1	4	3	3	4	-1	7	3	12	12	10.5	720	720	630	0	3	1	13.1667	15.1667	12.6667	790	910	760	2.16667	2.66667	2.66667	130	160	160	2.16667	4.16667	3.16667	130	250	190	3	1	1	165	165	165	520	520	425	1	0	0	0	1	0	2	1	0
87172	2576	31	388	52	52	41	50	26	20	16413	2	23	16415	4	13	3	16383	16383	0	30	0	4	480	300	-3	2	307	487	2438	0	1	4	1	2	1	3	1	4	10	-1	1	480	-1	1	6	99	1	278	2	7	4	7	7	-1	-1	3	5	4	6	-1	4	7	7	6	6	420	360	360	0	1	4	15.1167	15.1167	16.6167	907	907	997	5.11667	5.61667	5.61667	307	337	337	5.11667	6.11667	7.61667	307	367	457	4	2	4	248	248	248	320	375	450	1	0	0	0	0	1	4	1	2
87214	2577	24	338	17	18	14	8	8	7	16431	6	24	16435	3	20	5	16383	16383	0	48	0	4	300	480	3	0	343	163	2402	0	1	2	1	2	1	2	1	4	10	-1	2	-1	600	2	5	6	2	832	5	2	5	3	1	-1	-1	5	8	3	1	-1	7	5	9	18	18	540	1080	1080	0	2	2	11.7167	22.2167	22.2167	703	1333	1333	5.71667	6.21667	6.21667	343	373	373	5.71667	7.21667	7.21667	343	433	433	3	1	1	305	305	305	1100	1055	825	1	0	0	0	1	0	2	1	2
87246	2578	213	10	22	22	17	12	12	10	16389	6	1	16394	4	1	6	16383	16383	0	6	0	1	420	360	-1	2	111	171	656	0	1	4	2	0	1	3	2	99	11	-1	1	900	-1	99	99	99	99	13	99	99	10	1	5	-1	-1	3	4	4	3	-1	3	6	9	16.5	12	540	990	720	0	1	1	11.85	20.35	15.85	711	1221	951	1.85	2.35	2.35	111	141	141	1.85	2.85	2.85	111	171	171	2	1	4	159	159	159	370	370	385	1	0	0	0	0	1	4	2	0
87261	2579	185	291	25	26	20	14	15	12	16568	3	6	16577	5	6	10	16383	16397	0	171	1	4	300	300	0	1	161	161	945	0	1	2	1	2	1	2	2	99	5	3	1	1065	-1	2	3	10	1	1629	1	6	4	6	11	-1	-1	9	6	4	5	-1	3	1	12	10.5	16.5	720	630	990	0	4	2	14.6833	15.6833	20.6833	881	941	1241	2.68333	3.18333	3.18333	161	191	191	2.68333	5.18333	4.18333	161	311	251	2	1	4	97	97	97	185	205	185	1	0	0	0	1	0	2	1	2
87298	2580	17	51	8	8	7	4	4	4	16399	2	9	-1	-1	6	-1	16383	16383	0	16	0	1	480	480	0	1	75	75	371	0	1	1	3	0	1	3	2	99	12	-1	2	-1	720	1	3.5	10	1	577	2	7	1	5	1	-1	-1	5	8	2	5	-1	4	7	16.5	12	16.5	990	720	990	0	1	2	17.75	14.25	19.25	1065	855	1155	1.25	1.75	1.75	75	105	105	1.25	2.25	2.75	75	135	165	2	2	2	77	77	77	105	110	125	1	0	0	0	0	1	1	3	0
87299	2581	246	388	52	52	41	50	26	20	16426	1	1	16440	1	1	15	16383	16383	0	43	0	4	480	300	-3	2	307	487	2438	0	1	2	1	2	3	1	2	99	2	-1	1	600	-1	1	3.5	2	2	1630	2	6	4	2	5	-1	-1	6	8	1	8	-1	1	8	8	6	8	480	360	480	0	2	3	16.1167	15.6167	18.1167	967	937	1087	5.11667	5.61667	5.61667	307	337	337	5.11667	6.61667	7.11667	307	397	427	3	1	4	248	248	248	450	410	355	0	0	1	1	0	0	2	1	2
87346	2582	143	125	22	22	17	21	21	16	16421	3	24	16440	1	24	20	16383	16383	0	38	0	3	420	480	1	0	130	70	852	0	1	2	1	2	1	2	2	99	4	-1	1	690	-1	-1	-1	-1	-1	9	-1	-1	3	6	5	-1	-1	1	3	8	2	-1	2	5	12	12	7.5	720	720	450	0	4	2	13.1667	15.6667	10.1667	790	940	610	2.16667	2.66667	2.66667	130	160	160	2.16667	4.66667	3.66667	130	280	220	1	3	2	165	165	165	435	415	495	1	0	0	0	1	0	2	1	2
87407	2583	193	121	16	16	13	22	22	17	16397	0	1	16402	5	1	6	16383	16383	0	14	0	3	480	420	-1	2	137	197	964	0	1	2	1	2	2	1	1	4	4	-1	1	600	-1	1	2	1	2	747	12	6	6	7	5	-1	-1	6	2	7	1	-1	4	8	8	12	12	480	720	720	0	4	4	11.2833	17.7833	17.7833	677	1067	1067	2.28333	2.78333	2.78333	137	167	167	2.28333	4.78333	4.78333	137	287	287	4	1	2	189	189	189	420	380	400	0	1	0	1	0	0	2	1	2
87410	2584	20	165	30	30	22	5	5	5	16384	1	9	-1	-1	6	-1	16383	16383	0	1	0	3	300	480	3	0	245	65	1765	0	1	1	1	1	1	3	2	99	9	-1	2	-1	780	1	3.5	11	1	1631	1	7	2	7	4	-1	-1	6	7	8	7	-1	4	8	10.5	16.5	12	630	990	720	0	2	3	11.5833	19.0833	15.0833	695	1145	905	4.08333	4.58333	4.58333	245	275	275	4.08333	5.58333	6.08333	245	335	365	1	2	1	97	97	97	255	295	280	1	0	0	0	0	1	1	1	1
87412	2585	70	129	9	9	8	5	5	5	16497	2	26	16501	6	40	5	16383	16383	0	114	0	3	300	480	3	0	245	65	1742	0	1	2	1	2	1	2	2	99	6	-1	2	-1	780	2	3.5	11	2	1632	6	6	2	2	1	-1	-1	6	6	6	7	-1	4	6	12	10.5	15	720	630	900	0	3	1	13.0833	13.5833	17.0833	785	815	1025	4.08333	4.58333	4.58333	245	275	275	4.08333	6.08333	5.08333	245	365	305	4	3	3	172	172	172	250	260	235	1	0	0	0	1	0	2	1	2
87429	2586	126	1	2	2	2	3	3	3	16384	1	1	16387	4	1	4	16383	16383	0	1	0	1	480	480	0	1	152	152	955	0	1	2	1	2	1	2	1	1	4	-1	1	420	-1	1	3.5	3	1	137	6	3	6	5	10	-1	-1	4	3	8	6	-1	8	6	18	7.5	16.5	1080	450	990	0	4	4	20.5333	12.5333	21.5333	1232	752	1292	2.53333	3.03333	3.03333	152	182	182	2.53333	5.03333	5.03333	152	302	302	2	2	3	116	116	116	385	420	385	1	0	0	0	1	0	2	1	2
87531	2587	129	121	16	16	13	22	22	17	16423	5	2	16431	6	2	9	16383	16383	0	40	0	3	480	420	-1	2	137	197	964	0	1	2	1	2	1	3	1	4	3	-1	1	1140	-1	4	3.5	10	2	12	2	3	1	10	3	-1	-1	4	4	1	2	-1	5	3	7	7	8	420	420	480	0	3	4	10.2833	12.2833	13.7833	617	737	827	2.28333	2.78333	2.78333	137	167	167	2.28333	4.28333	4.78333	137	257	287	4	3	2	189	189	189	570	540	685	1	0	0	0	0	1	2	1	2
87557	2588	149	230	33	33	25	3	3	3	16398	1	1	16402	5	1	5	16383	16383	0	15	0	3	420	480	1	0	115	55	687	0	1	2	1	2	1	2	2	99	10	-1	1	1080	-1	1	5	10	1	1633	2	7	4	1	2	-1	-1	7	8	8	3	-1	5	7	12	18	15	720	1080	900	0	2	4	12.9167	20.4167	18.4167	775	1225	1105	1.91667	2.41667	2.41667	115	145	145	1.91667	3.41667	4.41667	115	205	265	3	2	2	93	93	93	190	225	160	1	0	0	0	1	0	2	1	2
87558	2589	42	389	5	5	5	25	26	20	16423	5	2	16427	2	2	5	16383	16383	0	40	0	4	480	300	-3	2	296	476	2242	0	1	2	1	2	2	1	2	99	1	-1	2	-1	840	1	3.5	1	2	988	5	3	1	5	10	-1	-1	3	2	3	1	-1	5	1	9	7	7	540	420	420	0	1	2	16.9333	15.9333	16.4333	1016	956	986	4.93333	5.43333	5.43333	296	326	326	4.93333	5.93333	6.43333	296	356	386	3	3	1	148	148	148	285	270	360	0	1	0	1	0	0	2	1	2
87580	2590	187	390	57	57	46	38	38	30	16428	3	11	16434	2	1	7	16383	16383	0	45	0	3	300	360	1	0	120	60	651	0	1	2	1	2	2	3	1	1	15	-1	1	1155	-1	2	5	9	2	1634	2	8	2	3	4	-1	-1	3	8	3	8	-1	8	4	12	18	16.5	720	1080	990	0	1	3	13	20	19.5	780	1200	1170	2	2.5	2.5	120	150	150	2	3	4	120	180	240	1	4	1	164	164	164	250	210	300	0	1	0	0	0	1	2	1	2
87664	2591	98	312	28	18	14	50	26	20	16394	4	1	16396	6	1	3	16383	16383	0	11	0	4	300	300	0	1	75	75	215	0	1	2	1	2	1	2	1	3	21	-1	1	840	-1	1	3.5	14	1	820	1	7	3	7	4	-1	-1	2	2	8	3	-1	7	8	9	9	16.5	540	540	990	0	1	4	10.25	11.25	20.25	615	675	1215	1.25	1.75	1.75	75	105	105	1.25	2.25	3.75	75	135	225	3	4	2	107	107	107	290	340	305	1	0	0	0	1	0	2	1	2
87704	2592	154	359	12	12	10	21	21	16	16392	2	3	16394	4	21	3	16383	16383	0	9	0	4	360	480	2	0	172	52	1168	0	1	0	2	0	1	2	2	99	16	-1	2	-1	720	1	5	99	1	1635	1	7	8	2	2	-1	-1	4	2	7	7	-1	3	5	18	18	12	1080	1080	720	0	3	3	18.8667	20.8667	14.8667	1132	1252	892	2.86667	3.36667	3.36667	172	202	202	2.86667	4.86667	4.86667	172	292	292	1	1	3	214	214	214	550	710	775	1	0	0	0	1	0	0	2	0
87751	2593	5	251	81	81	70	2	2	2	16472	5	1	16477	3	1	6	16383	16383	0	89	0	3	300	480	3	0	347	167	2461	0	1	2	0	0	1	3	2	99	9	-1	1	-1	-1	2	6	8	1	1636	99	2	4	4	8	-1	-1	7	4	4	5	-1	1	5	7.5	13.5	9	450	810	540	0	1	3	10.2833	17.2833	13.7833	617	1037	827	5.78333	6.28333	6.28333	347	377	377	5.78333	6.78333	7.78333	347	407	467	1	4	1	141	141	141	180	205	235	1	0	0	0	0	1	2	0	0
87865	2594	154	108	16	16	13	24	24	19	16422	4	1	16438	6	1	17	16383	16383	0	39	0	2	480	300	-3	2	322	502	2515	0	1	2	1	2	1	3	2	99	4	-1	2	-1	-1	-1	-1	-1	-1	9	-1	-1	8	2	2	-1	-1	4	2	7	7	-1	3	5	13	13	9	780	780	540	0	3	3	21.3667	23.3667	19.3667	1282	1402	1162	5.36667	5.86667	5.86667	322	352	352	5.36667	7.36667	7.36667	322	442	442	1	1	3	264	264	264	675	875	955	1	0	0	0	0	1	2	1	2
87926	2595	50	47	41	41	33	3	3	3	16388	5	1	-1	-1	6	-1	16383	16383	0	5	0	1	480	480	0	1	152	152	955	0	1	2	1	2	2	1	0	99	9	-1	2	-1	810	1	3.5	3	1	623	12	3	5	2	4	-1	-1	5	1	4	1	-1	5	2	16.5	15	12	990	900	720	0	2	1	19.0333	19.0333	15.5333	1142	1142	932	2.53333	3.03333	3.03333	152	182	182	2.53333	4.03333	3.53333	152	242	212	1	1	2	113	113	113	170	180	155	0	1	0	1	0	0	2	1	2
87934	2596	22	216	75	75	64	2	2	2	16390	0	9	16394	4	1	5	16383	16383	0	7	0	3	300	480	3	0	278	98	1919	0	1	1	2	0	1	2	2	99	99	-1	1	570	-1	1	5	9	1	1637	2	7	1	7	6	-1	-1	11	6	6	8	-1	6	5	18	9	10.5	1080	540	630	0	3	3	19.6333	12.6333	14.1333	1178	758	848	4.63333	5.13333	5.13333	278	308	308	4.63333	6.63333	6.63333	278	398	398	3	2	2	198	198	198	400	480	420	1	0	0	0	1	0	1	2	0
87974	2597	193	128	21	21	16	5	5	5	16418	0	1	16420	2	1	3	16383	16383	0	35	0	3	480	480	0	1	61	61	258	0	1	2	1	2	1	2	2	99	3	-1	1	720	-1	2	3.5	14	1	1638	3	6	6	7	5	-1	-1	6	2	7	1	-1	4	8	9	15	15	540	900	900	0	4	4	10.0167	18.5167	18.5167	601	1111	1111	1.01667	1.51667	1.51667	61	91	91	1.01667	3.51667	3.51667	61	211	211	4	1	2	60	60	60	135	120	130	1	0	0	0	1	0	2	1	2
87978	2598	92	51	8	8	7	4	4	4	16397	0	1	-1	-1	6	-1	16383	16383	0	14	0	1	480	480	0	1	75	75	371	0	1	1	1	2	1	3	2	99	3	-1	2	-1	660	1	2	3	2	443	2	6	5	1	5	-1	-1	4	7	6	8	-1	4	1	7.5	18	7.5	450	1080	450	0	4	3	8.75	21.75	10.75	525	1305	645	1.25	1.75	1.75	75	105	105	1.25	3.75	3.25	75	225	195	3	4	2	77	77	77	210	245	255	1	0	0	0	0	1	1	1	2
87988	2599	57	67	12	12	10	37	37	29	16401	4	20	16403	6	46	3	16383	16383	0	18	0	1	360	300	-1	2	168	228	1099	0	1	2	1	2	1	3	2	99	21	-1	2	-1	480	1	3.5	4	1	1639	6	3	5	1	5	-1	-1	4	3	4	7	-1	2	6	9	8	13	540	480	780	0	2	2	12.8	13.3	18.3	768	798	1098	2.8	3.3	3.3	168	198	198	2.8	4.3	4.3	168	258	258	4	3	3	161	161	161	245	220	255	1	0	0	0	0	1	2	1	2
87992	2600	20	143	2	2	2	0	0	0	16426	1	20	16436	4	24	11	16383	16383	0	43	0	3	480	300	-3	2	321	501	2604	0	1	2	1	2	1	2	1	4	9	-1	2	-1	1320	1	3.5	3	2	304	2	7	2	7	4	-1	-1	6	7	8	7	-1	4	8	8	12	9	480	720	540	0	2	3	16.35	21.85	19.35	981	1311	1161	5.35	5.85	5.85	321	351	351	5.35	6.85	7.35	321	411	441	1	2	1	240	240	240	630	720	690	1	0	0	0	1	0	2	1	2
88027	2601	255	143	2	2	2	0	0	0	16399	2	1	16403	6	2	5	16383	16383	0	16	0	3	480	300	-3	2	321	501	2604	0	1	1	2	0	1	3	2	99	21	-1	0	-1	-1	5	3.5	14	1	1640	1	9	2	1	3	-1	-1	8	3	4	4	-1	5	8	10	7	13	600	420	780	0	1	3	18.35	16.35	23.35	1101	981	1401	5.35	5.85	5.85	321	351	351	5.35	6.35	7.35	321	381	441	2	2	3	240	240	240	865	720	795	1	0	0	0	0	1	1	2	0
88087	2602	208	162	22	22	17	16	16	13	16387	4	1	16390	0	1	4	16383	16383	0	4	0	3	420	480	1	0	145	85	964	0	1	2	1	2	2	1	1	4	7	-1	1	600	-1	1	3.5	3	1	395	2	6	2	5	3	-1	-1	7	8	4	4	-1	7	7	16.5	16.5	15	990	990	900	0	4	2	17.9167	20.4167	17.9167	1075	1225	1075	2.41667	2.91667	2.91667	145	175	175	2.41667	4.91667	3.91667	145	295	235	1	3	2	188	188	188	520	425	450	0	1	0	1	0	0	2	1	2
88112	2603	145	185	0	0	0	5	5	5	16420	2	26	16423	5	17	4	16383	16383	0	37	0	3	300	480	3	0	334	154	2374	0	1	4	1	1	1	3	2	99	21	-1	1	600	-1	2	3.5	11	2	452	1	6	11	3	1	-1	-1	11	1	8	6	-1	2	3	7.5	16.5	15	450	990	900	0	3	4	10.0667	21.0667	20.0667	604	1264	1204	5.56667	6.06667	6.06667	334	364	364	5.56667	7.56667	8.06667	334	454	484	2	4	3	158	158	158	270	335	335	1	0	0	0	0	1	4	1	1
88148	2604	183	151	24	24	19	59	59	48	16430	5	1	16437	5	1	8	16383	16383	0	47	0	3	300	420	2	0	255	135	1742	0	1	2	1	2	1	2	1	4	6	-1	1	780	-1	2	3.5	7	2	1336	1	6	4	1	4	-1	-1	7	4	2	1	-1	2	6	9	12	13.5	540	720	810	0	4	1	11.25	16.75	16.75	675	1005	1005	4.25	4.75	4.75	255	285	285	4.25	6.75	5.25	255	405	315	1	4	4	190	190	190	545	630	660	1	0	0	0	1	0	2	1	2
88161	2605	46	41	17	18	14	36	36	28	16528	5	1	16535	5	1	8	16383	16383	0	145	0	1	300	300	0	1	151	151	923	0	1	2	1	2	1	3	2	99	0	-1	2	-1	750	3	5	9	1	1641	6	5	10	10	4	-1	-1	10	3	6	6	-1	2	7	15	10.5	12	900	630	720	0	2	2	17.5167	14.5167	16.0167	1051	871	961	2.51667	3.01667	3.01667	151	181	181	2.51667	4.01667	4.01667	151	241	241	3	1	1	149	149	149	405	380	380	1	0	0	0	0	1	2	1	2
88166	2606	220	300	16	16	13	19	20	15	16428	3	19	16438	6	20	11	16383	16383	0	45	0	4	480	360	-2	2	245	365	1841	0	1	2	1	2	2	1	2	99	5	-1	1	720	-1	1	3.5	5	1	1642	2	8	11	3	9	-1	-1	2	3	1	7	-1	1	2	11	12	14	660	720	840	0	3	4	17.0833	20.0833	22.5833	1025	1205	1355	4.08333	4.58333	4.58333	245	275	275	4.08333	6.08333	6.58333	245	365	395	3	1	4	230	230	230	365	345	415	0	1	0	1	0	0	2	1	2
88215	2607	190	33	22	22	17	33	33	25	16408	4	1	16411	0	1	4	16383	16383	0	25	0	1	420	420	0	1	82	82	389	0	1	2	1	2	1	3	2	99	10	-1	1	1200	-1	1	6	13	1	1643	2	6	9	6	7	-1	-1	1	6	2	4	-1	2	1	12	18	15	720	1080	900	0	1	2	13.3667	20.3667	17.8667	802	1222	1072	1.36667	1.86667	1.86667	82	112	112	1.36667	2.36667	2.86667	82	142	172	1	4	4	139	139	139	480	420	440	1	0	0	0	0	1	2	1	2
88224	2608	194	94	25	26	20	16	16	13	16399	2	11	16403	6	1	5	16383	16383	0	16	0	2	300	480	3	0	369	189	2567	0	1	2	1	0	1	3	1	4	99	-1	1	495	-1	1	3.5	8	2	1644	2	6	2	2	10	-1	-1	1	3	5	2	-1	1	7	8	13	11	480	780	660	0	1	4	11.15	17.15	16.65	669	1029	999	6.15	6.65	6.65	369	399	399	6.15	7.15	8.65	369	429	519	2	1	1	265	265	265	665	600	700	1	0	0	0	0	1	2	1	0
88238	2609	243	149	5	5	5	0	0	0	16443	4	2	16445	6	41	3	16383	16383	0	60	0	3	480	300	-3	2	295	475	2374	0	1	2	1	2	3	2	2	99	18	-1	1	405	-1	2	6	11	1	1645	1	7	6	2	3	-1	-1	6	8	1	1	-1	4	6	10	6	9	600	360	540	0	1	2	17.9167	14.9167	18.4167	1075	895	1105	4.91667	5.41667	5.41667	295	325	325	4.91667	5.91667	6.41667	295	355	385	1	4	4	161	161	161	485	580	415	0	0	1	0	1	0	2	1	2
88244	2610	83	53	39	39	31	14	15	12	16391	1	1	16396	6	1	6	16383	16383	0	8	0	1	360	300	-1	2	155	215	1060	0	1	2	1	2	1	2	2	99	8	-1	1	450	-1	5	6	13	2	1646	1	6	7	1	4	-1	-1	3	3	2	2	-1	3	6	9	12	12	540	720	720	0	3	2	12.5833	17.5833	17.0833	755	1055	1025	2.58333	3.08333	3.08333	155	185	185	2.58333	4.58333	4.08333	155	275	245	3	2	3	119	119	119	255	285	285	1	0	0	0	1	0	2	1	2
88298	2611	242	118	36	36	28	3	3	3	16406	2	3	16408	4	21	3	16383	16383	0	23	0	2	300	480	3	0	370	190	2719	0	1	1	1	2	1	2	2	99	20	-1	2	-1	675	1	5	14	1	1647	1	3	7	7	3	-1	-1	7	3	5	3	-1	6	1	14	11	13	840	660	780	0	2	3	17.1667	15.6667	18.1667	1030	940	1090	6.16667	6.66667	6.66667	370	400	400	6.16667	7.66667	8.16667	370	460	490	3	1	4	217	217	217	295	395	395	1	0	0	0	1	0	1	1	2
88324	2612	47	32	2	2	2	29	29	21	16401	4	1	16403	6	1	3	16383	16404	0	-3	1	1	480	300	-3	2	290	470	2322	0	1	1	1	2	1	3	2	99	6	3	1	495	-1	-1	-1	-1	-1	9	-1	-1	6	7	6	-1	-1	1	5	4	3	-1	1	3	9	6	10	540	360	600	0	2	1	16.8333	15.3333	18.8333	1010	920	1130	4.83333	5.33333	5.33333	290	320	320	4.83333	6.33333	5.83333	290	380	350	2	3	4	170	170	170	540	460	460	1	0	0	0	0	1	1	1	2
88329	2613	223	253	3	3	3	56	56	45	16423	5	1	16434	2	1	12	16383	16383	0	40	0	3	480	360	-2	2	191	311	1363	0	1	2	1	2	1	3	2	99	8	-1	2	-1	1080	1	3.5	9	1	183	2	6	2	10	1	-1	-1	3	2	4	8	-1	8	5	9	10	11	540	600	660	0	4	1	14.1833	17.6833	17.1833	851	1061	1031	3.18333	3.68333	3.68333	191	221	221	3.18333	5.68333	4.18333	191	341	251	4	1	3	130	130	130	360	345	325	1	0	0	0	0	1	2	1	2
